Concepto;Sub concepto;Año_Recaudo;Mes; Monto 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2017;Octubre; 51,315,143.48 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2017;Octubre; 399,442,443.15 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2017;Octubre; 63,112,189.02 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2017;Octubre; 58,016,389.32 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2017;Octubre; 222,839,506.16 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2017;Octubre; 501,515,699.29 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2017;Octubre; 1,328,221,939.52 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2017;Octubre; 96,765,939.97 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2017;Octubre; 33,338,394.47 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2017;Octubre; 115,797.37 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2017;Octubre; 92,060,256.91 
Impuestos Sobre La Propiedad ;Constitución de Cias;2017;Octubre; 110,687,494.59 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2017;Octubre; 603,457,956.40 
Impuestos Sobre La Propiedad ;Actos Traslativos;2017;Octubre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2017;Octubre; 117,299,392.88 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2017;Octubre; 6,822,468,088.73 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2017;Octubre; 383,733,151.22 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2017;Octubre; 710,563,337.95 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2017;Octubre; 32,687,064.10 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2017;Octubre; 1,319,420,531.06 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2017;Octubre; 2,863,581,806.08 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2017;Octubre; 559,540,316.44 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2017;Octubre; 440,167,593.38 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2017;Octubre; 4,019,502.76 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2017;Octubre; 813,149,953.80 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2017;Octubre; 176,296,983.00 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2017;Octubre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2017;Octubre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2017;Octubre; 104,829,516.47 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2017;Octubre; 12,548.35 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2017;Octubre; 76,359,506.72 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2017;Octubre; 372,819,389.84 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2017;Octubre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2017;Octubre; 546,735.00 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2017;Octubre; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2017;Octubre; 58,287,930.43 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2017;Octubre; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2017;Octubre; 119,736,973.50 
Ingresos Por Contraprestación  ;Derechos Administrativos;2017;Octubre; 6,325,390.53 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2017;Octubre; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2017;Octubre; 192,850,380.07 
Otros  Ingresos ;Multas y Sanciones;2017;Octubre; 30,589,152.56 
Otros  Ingresos ;Ingresos Diversos;2017;Octubre; 3,237,150.15 
Otros  Ingresos ;Contribución GLP;2017;Octubre; -   
Otros  Ingresos ;Otros;2017;Octubre; 179,381.29 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2017;Noviembre; 87,352,728.96 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2017;Noviembre; 2,555,741,736.23 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2017;Noviembre; 367,008,988.42 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2017;Noviembre; 32,066,795.57 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2017;Noviembre; 54,572,320.61 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2017;Noviembre; 102,391,121.05 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2017;Noviembre; 258,338,913.50 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2017;Noviembre; 4,866,819,469.18 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2017;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2017;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2017;Noviembre; 41,710,229.19 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2017;Noviembre; 45,431,408.07 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2017;Noviembre; 17,749,682.00 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2017;Noviembre; 524,454.08 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2017;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2017;Noviembre; 2,930,935.38 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2017;Noviembre; 8,163,550.68 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2017;Noviembre; 272,486,368.52 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2017;Noviembre; 85,296,903.04 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2017;Noviembre; 824,048,890.46 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2017;Noviembre; 18,891,777.52 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2017;Noviembre; 51,622,272.61 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2017;Noviembre; 502,839,413.21 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2017;Noviembre; 62,475,152.17 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2017;Noviembre; 62,888,003.52 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2017;Noviembre; 95,094,701.88 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2017;Noviembre; 537,115,784.36 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2017;Noviembre; 192,795,469.87 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2017;Noviembre; 65,146,781.12 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2017;Noviembre; 42,248,185.29 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2017;Noviembre; 93,495.55 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2017;Noviembre; 92,591,555.83 
Impuestos Sobre La Propiedad ;Constitución de Cias;2017;Noviembre; 38,539,114.06 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2017;Noviembre; 531,084,733.01 
Impuestos Sobre La Propiedad ;Actos Traslativos;2017;Noviembre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2017;Noviembre; 124,380,812.48 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2017;Noviembre; 7,721,264,101.79 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2017;Noviembre; 376,567,131.47 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2017;Noviembre; 1,033,003,165.17 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2017;Noviembre; 26,426,662.66 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2017;Noviembre; 1,785,247,380.90 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2017;Noviembre; 3,535,174,443.04 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2017;Noviembre; 570,683,187.51 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2017;Noviembre; 394,992,107.82 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2017;Noviembre; 9,481,832.52 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2017;Noviembre; 706,856,315.48 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2017;Noviembre; 297,158,539.00 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2017;Noviembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2017;Noviembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2017;Noviembre; 100,222,486.93 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2017;Noviembre; 9,974.29 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2017;Noviembre; 64,496,196.02 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2017;Noviembre; 429,639,432.09 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2017;Noviembre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2017;Noviembre; 436,300.16 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2017;Noviembre; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2017;Noviembre; 53,516,037.30 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2017;Noviembre; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2017;Noviembre; 209,336,252.32 
Ingresos Por Contraprestación  ;Derechos Administrativos;2017;Noviembre; 5,791,855.89 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2017;Noviembre; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2017;Noviembre; 221,284,265.57 
Otros  Ingresos ;Multas y Sanciones;2017;Noviembre; 29,286,961.03 
Otros  Ingresos ;Ingresos Diversos;2017;Noviembre; 5,362,859.12 
Otros  Ingresos ;Contribución GLP;2017;Noviembre; -   
Otros  Ingresos ;Otros;2017;Noviembre; 141,763.63 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2017;Diciembre; 195,553,010.39 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2017;Diciembre; 2,560,148,001.05 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2017;Diciembre; 345,969,014.93 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2017;Diciembre; 95,848,694.60 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2017;Diciembre; 55,951,985.90 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2017;Diciembre; 98,306,211.70 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2017;Diciembre; 244,875,130.94 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2017;Diciembre; 5,875,688,879.03 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2017;Diciembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2017;Diciembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2017;Diciembre; 40,142,231.18 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2017;Diciembre; 55,995,501.70 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2017;Diciembre; 21,129,208.20 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2017;Diciembre; 505,700.69 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2017;Diciembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2017;Diciembre; 36,130,677.32 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2017;Diciembre; 7,681,458.31 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2017;Diciembre; 323,304,323.07 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2017;Diciembre; 220,614,459.37 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2017;Diciembre; 886,807,241.31 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2017;Diciembre; 18,337,201.51 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2017;Diciembre; 55,604,501.21 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2017;Diciembre; 597,703,674.95 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2017;Diciembre; 71,966,907.86 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2017;Diciembre; 63,358,314.08 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2017;Diciembre; 126,874,919.87 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2017;Diciembre; 561,654,966.08 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2017;Diciembre; 129,366,878.71 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2017;Diciembre; 57,138,632.34 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2017;Diciembre; 46,249,021.20 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2017;Diciembre; 141,833.85 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2017;Diciembre; 97,728,186.79 
Impuestos Sobre La Propiedad ;Constitución de Cias;2017;Diciembre; 130,167,637.12 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2017;Diciembre; 878,469,653.94 
Impuestos Sobre La Propiedad ;Actos Traslativos;2017;Diciembre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2017;Diciembre; 134,195,225.03 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2017;Diciembre; 8,905,132,919.05 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2017;Diciembre; 663,422,517.32 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2017;Diciembre; 1,188,160,858.27 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2017;Diciembre; 59,144,227.06 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2017;Diciembre; 1,701,651,333.58 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2017;Diciembre; 3,429,499,867.28 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2017;Diciembre; 565,964,254.35 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2017;Diciembre; 418,454,628.52 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2017;Diciembre; 17,101,598.70 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2017;Diciembre; 886,024,408.01 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2017;Diciembre; 630,268,356.00 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2017;Diciembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2017;Diciembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2017;Diciembre; 101,134,291.04 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2017;Diciembre; 4,561.15 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2017;Diciembre; 136,041,117.74 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2017;Diciembre; 452,216,041.70 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2017;Diciembre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2017;Diciembre; 712,562.25 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2017;Diciembre; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2017;Diciembre; 67,712,213.87 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2017;Diciembre; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2017;Diciembre; 164,820,427.37 
Ingresos Por Contraprestación  ;Derechos Administrativos;2017;Diciembre; 5,021,007.94 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2017;Diciembre; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2017;Diciembre; 185,404,353.49 
Otros  Ingresos ;Multas y Sanciones;2017;Diciembre; 16,086,680.46 
Otros  Ingresos ;Ingresos Diversos;2017;Diciembre; 7,803,420.06 
Otros  Ingresos ;Contribución GLP;2017;Diciembre; -   
Otros  Ingresos ;Otros;2017;Diciembre; 89,018.95 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2018;Enero; 66,826,627.6 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2018;Enero; 4,158,515,760.8 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2018;Enero; 440,795,225.9 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2018;Enero; 52,463,199.1 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2018;Enero; 85,561,770.8 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2018;Enero; 189,067,747.0 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2018;Enero; 336,291,605.8 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2018;Enero; 15,352,322,655.7 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2018;Enero; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2018;Enero; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2018;Enero; 47,073,822.0 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2018;Enero; 68,765,733.2 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2018;Enero; 18,328,098.3 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2018;Enero; 1,536,709.8 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2018;Enero; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2018;Enero; 1,322,637.1 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2018;Enero; 8,260,917.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2018;Enero; 660,111,889.6 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2018;Enero; 213,833,276.5 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2018;Enero; 1,044,182,701.0 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2018;Enero; 18,818,242.7 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2018;Enero; 54,246,026.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2018;Enero; 749,156,438.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2018;Enero; 89,305,545.8 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2018;Enero; 70,825,832.9 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2018;Enero; 101,091,626.1 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2018;Enero; 401,181,154.4 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2018;Enero; 171,282,603.5 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2018;Enero; 57,411,766.6 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2018;Enero; 34,052,780.3 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2018;Enero; 142,553.6 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2018;Enero; 113,421,485.1 
Impuestos Sobre La Propiedad ;Constitución de Cias;2018;Enero; 26,115,631.0 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2018;Enero; 591,258,825.1 
Impuestos Sobre La Propiedad ;Actos Traslativos;2018;Enero; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2018;Enero; 93,644,073.1 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2018;Enero; 10,810,304,997.1 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2018;Enero; 1,074,902,483.0 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2018;Enero; 1,673,907,332.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2018;Enero; 49,496,227.3 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2018;Enero; 1,385,584,350.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2018;Enero; 2,735,313,783.4 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2018;Enero; 597,327,167.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2018;Enero; 510,596,939.7 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2018;Enero; 2,553,834.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2018;Enero; 921,626,133.9 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2018;Enero; 699,269,883.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2018;Enero; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2018;Enero; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2018;Enero; 103,069,084.3 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2018;Enero; 10,292.3 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2018;Enero; 63,731,086.8 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2018;Enero; 615,613,040.3 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2018;Enero; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2018;Enero; 380,840.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2018;Enero; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2018;Enero; 68,815,304.9 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2018;Enero; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2018;Enero; 184,191,776.7 
Ingresos Por Contraprestación  ;Derechos Administrativos;2018;Enero; 6,032,948.1 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2018;Enero; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2018;Enero; 226,171,955.9 
Otros  Ingresos ;Multas y Sanciones;2018;Enero; 12,230,267.8 
Otros  Ingresos ;Ingresos Diversos;2018;Enero; 19,187,316.4 
